 AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r,filename
0.64,0.75,0.6,0.59,0.34,0.2,0.45,0.36,0.34,0.51,0.4,0.75,0.51,0.42,0.26,0.28,0.29,17_ANG.csv
0.77,0.79,0.23,0.76,0.34,0.23,0.28,0.43,0.42,0.32,0.72,0.44,0.48,0.35,0.5,0.36,0.33,11_NUT.csv
0.76,0.55,0.63,0.59,0.71,0.64,0.62,0.65,0.55,0.72,0.61,0.67,0.79,0.41,0.48,0.59,0.49,14_SAD.csv
0.64,0.42,0.84,0.36,0.76,0.86,0.55,0.78,0.55,0.49,0.58,0.51,0.36,0.31,0.77,0.55,0.7,20_DIS.csv
0.79,0.71,0.37,0.46,0.72,0.8,0.86,0.82,0.51,0.76,0.74,0.86,0.67,0.39,0.5,0.62,0.45,2_DIS.csv
0.69,0.7,0.24,0.73,0.7,0.61,0.45,0.75,0.77,0.6,0.55,0.55,0.56,0.39,0.61,0.38,0.33,11_HPY.csv
0.79,0.88,0.21,0.57,0.24,0.12,0.28,0.16,0.29,0.31,0.64,0.6,0.39,0.38,0.39,0.37,0.31,6_NUT.csv
0.84,0.94,0.37,0.37,0.27,0.2,0.46,0.35,0.44,0.45,0.46,0.42,0.29,0.3,0.28,0.4,0.33,29_NUT.csv
0.79,0.87,0.41,0.4,0.31,0.24,0.22,0.29,0.37,0.42,0.6,0.36,0.52,0.29,0.26,0.18,0.35,4_NUT.csv
0.69,0.57,0.49,0.5,0.4,0.28,0.5,0.45,0.46,0.62,0.34,0.62,0.62,0.42,0.33,0.56,0.34,28_ANG.csv
0.77,0.85,0.33,0.53,0.36,0.12,0.18,0.39,0.42,0.2,0.48,0.41,0.35,0.45,0.49,0.43,0.45,19_SAD.csv
0.76,0.88,0.3,0.81,0.58,0.21,0.24,0.69,0.8,0.68,0.47,0.78,0.45,0.55,0.39,0.55,0.32,20_HPY.csv
0.75,0.81,0.39,0.51,0.35,0.21,0.31,0.34,0.45,0.46,0.52,0.56,0.5,0.43,0.4,0.43,0.46,21_NUT.csv
0.95,0.99,0.38,0.97,0.31,0.28,0.16,0.21,0.53,0.45,0.36,0.46,0.48,0.4,0.39,0.34,0.34,0_SUR.csv
0.69,0.7,0.54,0.5,0.52,0.84,0.69,0.5,0.35,0.43,0.52,0.79,0.42,0.4,0.26,0.23,0.26,16_DIS.csv
0.49,0.49,0.29,0.6,0.97,0.87,0.79,0.96,0.96,0.88,0.57,0.45,0.56,0.31,0.95,0.7,0.45,10_HPY.csv
0.93,0.97,0.37,0.72,0.28,0.13,0.19,0.53,0.36,0.33,0.56,0.43,0.42,0.3,0.75,0.65,0.24,3_SUR.csv
0.95,0.97,0.38,0.76,0.4,0.51,0.26,0.54,0.5,0.42,0.57,0.49,0.44,0.27,0.56,0.54,0.35,2_FER.csv
0.53,0.37,0.7,0.42,0.65,0.66,0.75,0.84,0.46,0.57,0.69,0.78,0.43,0.29,0.34,0.24,0.64,3_DIS.csv
0.86,0.94,0.39,0.86,0.34,0.28,0.3,0.56,0.4,0.27,0.57,0.53,0.29,0.34,0.72,0.52,0.31,21_SUR.csv
0.94,0.99,0.33,0.89,0.38,0.34,0.4,0.35,0.56,0.74,0.37,0.54,0.62,0.47,0.59,0.73,0.23,28_SUR.csv
0.7,0.73,0.31,0.35,0.91,0.82,0.58,0.83,0.96,0.81,0.36,0.32,0.59,0.38,0.85,0.66,0.61,29_HPY.csv
0.63,0.62,0.67,0.42,0.45,0.46,0.64,0.48,0.39,0.4,0.59,0.78,0.49,0.46,0.34,0.41,0.47,1_ANG.csv
0.84,0.86,0.43,0.41,0.4,0.27,0.56,0.47,0.33,0.35,0.68,0.51,0.33,0.38,0.35,0.22,0.38,25_FER.csv
0.69,0.61,0.55,0.79,0.43,0.05,0.55,0.6,0.48,0.69,0.56,0.78,0.46,0.39,0.49,0.63,0.31,14_ANG.csv
0.73,0.75,0.38,0.18,0.44,0.07,0.49,0.5,0.38,0.34,0.62,0.73,0.39,0.38,0.25,0.29,0.43,25_SAD.csv
0.88,0.97,0.29,0.81,0.54,0.32,0.31,0.57,0.67,0.67,0.49,0.52,0.69,0.34,0.53,0.5,0.24,29_FER.csv
0.74,0.75,0.18,0.8,0.35,0.16,0.22,0.36,0.47,0.36,0.66,0.44,0.44,0.35,0.55,0.38,0.41,10_NUT.csv
0.92,0.97,0.32,0.91,0.42,0.24,0.3,0.5,0.56,0.58,0.5,0.45,0.67,0.27,0.45,0.57,0.26,31_FER.csv
0.63,0.7,0.53,0.91,0.93,0.65,0.61,0.91,0.97,0.87,0.39,0.39,0.44,0.34,0.9,0.46,0.22,13_HPY.csv
0.7,0.66,0.39,0.62,0.65,0.51,0.44,0.43,0.71,0.62,0.39,0.69,0.63,0.44,0.42,0.36,0.44,22_HPY.csv
0.77,0.88,0.47,0.8,0.49,0.65,0.51,0.42,0.39,0.49,0.41,0.56,0.49,0.36,0.33,0.29,0.22,18_FER.csv
0.78,0.71,0.49,0.57,0.26,0.16,0.45,0.35,0.28,0.51,0.56,0.53,0.41,0.32,0.27,0.39,0.3,27_ANG.csv
0.76,0.88,0.41,0.72,0.41,0.16,0.25,0.49,0.49,0.2,0.42,0.34,0.34,0.46,0.53,0.36,0.33,18_NUT.csv
0.49,0.38,0.67,0.49,0.64,0.68,0.71,0.85,0.47,0.66,0.64,0.71,0.56,0.26,0.34,0.34,0.63,5_DIS.csv
0.96,0.99,0.51,0.95,0.29,0.34,0.2,0.29,0.52,0.26,0.45,0.49,0.51,0.36,0.58,0.54,0.36,1_SUR.csv
0.49,0.61,0.21,0.43,0.45,0.37,0.37,0.39,0.47,0.22,0.52,0.32,0.24,0.4,0.45,0.46,0.44,19_DIS.csv
0.57,0.55,0.55,0.27,0.27,0.16,0.39,0.34,0.29,0.37,0.66,0.53,0.52,0.33,0.27,0.15,0.49,5_ANG.csv
0.67,0.67,0.38,0.68,0.4,0.31,0.28,0.44,0.39,0.3,0.73,0.63,0.43,0.36,0.51,0.45,0.35,10_SAD.csv
0.8,0.79,0.46,0.15,0.5,0.61,0.49,0.46,0.5,0.66,0.55,0.79,0.57,0.51,0.29,0.65,0.46,30_SAD.csv
0.66,0.74,0.57,0.59,0.55,0.55,0.57,0.4,0.47,0.82,0.33,0.9,0.85,0.68,0.59,0.72,0.42,16_ANG.csv
0.78,0.85,0.41,0.74,0.43,0.18,0.21,0.38,0.45,0.17,0.49,0.34,0.22,0.5,0.63,0.43,0.34,21_FER.csv
0.59,0.55,0.56,0.46,0.61,0.82,0.75,0.55,0.37,0.48,0.6,0.83,0.56,0.36,0.31,0.28,0.42,0_ANG.csv
0.9,0.95,0.41,0.64,0.45,0.57,0.26,0.54,0.65,0.53,0.36,0.47,0.66,0.43,0.58,0.53,0.45,3_HPY.csv
0.78,0.88,0.44,0.8,0.43,0.61,0.54,0.42,0.34,0.49,0.47,0.6,0.53,0.33,0.36,0.38,0.22,16_FER.csv
0.72,0.78,0.5,0.49,0.37,0.42,0.49,0.41,0.28,0.44,0.48,0.74,0.54,0.33,0.33,0.27,0.27,16_SAD.csv
0.87,0.86,0.69,0.44,0.32,0.41,0.3,0.31,0.38,0.29,0.44,0.58,0.5,0.41,0.39,0.48,0.44,0_SAD.csv
0.79,0.86,0.3,0.93,0.33,0.17,0.21,0.34,0.39,0.27,0.6,0.5,0.45,0.35,0.76,0.52,0.33,11_SUR.csv
0.71,0.82,0.38,0.62,0.67,0.45,0.29,0.67,0.76,0.67,0.49,0.69,0.51,0.49,0.43,0.58,0.41,19_HPY.csv
0.76,0.75,0.43,0.45,0.47,0.46,0.38,0.35,0.48,0.41,0.62,0.69,0.4,0.48,0.43,0.49,0.49,22_SAD.csv
0.69,0.68,0.51,0.56,0.7,0.5,0.53,0.56,0.79,0.73,0.38,0.72,0.68,0.45,0.42,0.36,0.52,24_HPY.csv
0.94,0.98,0.57,0.98,0.36,0.28,0.15,0.48,0.59,0.32,0.52,0.75,0.61,0.33,0.79,0.84,0.4,2_SUR.csv
0.68,0.6,0.44,0.66,0.46,0.56,0.36,0.43,0.36,0.35,0.63,0.54,0.37,0.34,0.54,0.42,0.37,11_DIS.csv
0.77,0.9,0.24,0.63,0.76,0.6,0.53,0.83,0.89,0.94,0.45,0.39,0.74,0.42,0.87,0.56,0.21,15_SUR.csv
0.65,0.63,0.51,0.24,0.61,0.56,0.75,0.72,0.38,0.42,0.73,0.58,0.45,0.36,0.36,0.34,0.54,25_DIS.csv
0.65,0.46,0.79,0.49,0.66,0.73,0.55,0.75,0.52,0.5,0.56,0.58,0.47,0.33,0.71,0.39,0.62,22_DIS.csv
0.54,0.52,0.44,0.71,0.82,0.76,0.81,0.68,0.61,0.69,0.55,0.6,0.59,0.35,0.52,0.45,0.56,14_DIS.csv
0.79,0.89,0.28,0.34,0.33,0.06,0.44,0.36,0.36,0.43,0.62,0.59,0.38,0.4,0.32,0.24,0.32,24_NUT.csv
0.76,0.82,0.39,0.38,0.42,0.23,0.54,0.44,0.36,0.4,0.68,0.5,0.35,0.39,0.43,0.31,0.38,27_FER.csv
0.73,0.67,0.56,0.62,0.31,0.33,0.41,0.43,0.46,0.45,0.51,0.73,0.4,0.45,0.44,0.39,0.47,22_ANG.csv
0.68,0.71,0.51,0.42,0.52,0.49,0.59,0.5,0.45,0.33,0.57,0.87,0.47,0.5,0.39,0.45,0.45,2_ANG.csv
0.7,0.63,0.54,0.41,0.46,0.44,0.52,0.6,0.39,0.61,0.78,0.6,0.58,0.32,0.2,0.26,0.41,5_SAD.csv
0.69,0.74,0.36,0.77,0.44,0.16,0.26,0.5,0.49,0.4,0.39,0.66,0.36,0.46,0.4,0.31,0.34,18_ANG.csv
0.6,0.65,0.63,0.21,0.5,0.37,0.69,0.65,0.35,0.44,0.72,0.41,0.44,0.32,0.44,0.26,0.46,23_DIS.csv
0.92,0.97,0.58,0.83,0.35,0.14,0.22,0.42,0.31,0.36,0.58,0.62,0.46,0.34,0.81,0.63,0.27,4_SUR.csv
0.78,0.91,0.45,0.46,0.33,0.2,0.27,0.25,0.34,0.4,0.57,0.43,0.48,0.27,0.24,0.21,0.28,5_NUT.csv
0.7,0.75,0.48,0.27,0.41,0.17,0.51,0.41,0.33,0.26,0.64,0.73,0.37,0.4,0.27,0.2,0.46,26_ANG.csv
0.59,0.5,0.51,0.38,0.59,0.45,0.71,0.56,0.37,0.64,0.57,0.45,0.6,0.31,0.53,0.5,0.4,27_DIS.csv
0.77,0.89,0.4,0.62,0.33,0.08,0.2,0.32,0.38,0.15,0.49,0.39,0.3,0.45,0.47,0.42,0.38,20_SAD.csv
0.9,0.93,0.49,0.88,0.25,0.24,0.27,0.32,0.47,0.42,0.4,0.58,0.5,0.45,0.36,0.36,0.36,1_NUT.csv
0.85,0.96,0.28,0.69,0.33,0.14,0.36,0.36,0.34,0.27,0.59,0.56,0.32,0.37,0.4,0.28,0.31,25_SUR.csv
0.64,0.68,0.41,0.36,0.36,0.18,0.47,0.39,0.34,0.32,0.65,0.71,0.33,0.42,0.22,0.18,0.33,24_ANG.csv
0.6,0.52,0.65,0.21,0.61,0.43,0.75,0.67,0.36,0.46,0.7,0.59,0.49,0.41,0.35,0.24,0.49,24_DIS.csv
0.61,0.61,0.53,0.36,0.64,0.72,0.67,0.66,0.52,0.74,0.53,0.41,0.63,0.3,0.6,0.61,0.36,28_DIS.csv
0.5,0.54,0.51,0.33,0.38,0.22,0.34,0.48,0.51,0.78,0.57,0.8,0.65,0.44,0.17,0.4,0.52,3_ANG.csv
0.58,0.68,0.5,0.42,0.53,0.64,0.58,0.47,0.33,0.41,0.57,0.83,0.4,0.39,0.23,0.25,0.3,17_DIS.csv
0.82,0.66,0.7,0.26,0.53,0.66,0.49,0.41,0.37,0.35,0.5,0.52,0.39,0.38,0.4,0.42,0.49,0_DIS.csv
0.84,0.91,0.38,0.77,0.35,0.15,0.2,0.44,0.45,0.27,0.45,0.43,0.39,0.45,0.51,0.5,0.36,20_NUT.csv
0.66,0.64,0.48,0.81,0.44,0.49,0.35,0.41,0.38,0.34,0.7,0.59,0.35,0.37,0.67,0.39,0.34,10_FER.csv
0.63,0.68,0.61,0.42,0.45,0.28,0.51,0.47,0.36,0.52,0.45,0.71,0.51,0.31,0.31,0.33,0.31,15_ANG.csv
0.65,0.68,0.44,0.71,0.51,0.11,0.47,0.52,0.55,0.56,0.45,0.59,0.55,0.4,0.47,0.5,0.4,13_NUT.csv
0.73,0.86,0.42,0.75,0.35,0.33,0.53,0.42,0.31,0.51,0.47,0.6,0.45,0.33,0.3,0.29,0.21,17_FER.csv
0.81,0.83,0.35,0.48,0.7,0.75,0.63,0.69,0.83,0.76,0.37,0.58,0.53,0.44,0.42,0.54,0.49,28_HPY.csv
0.72,0.87,0.22,0.46,0.32,0.09,0.37,0.32,0.35,0.37,0.63,0.54,0.27,0.34,0.26,0.24,0.29,25_NUT.csv
0.95,0.98,0.73,0.99,0.52,0.11,0.29,0.54,0.47,0.54,0.54,0.61,0.31,0.39,0.94,0.82,0.33,12_SUR.csv
0.89,0.94,0.37,0.33,0.65,0.62,0.29,0.73,0.81,0.73,0.29,0.46,0.52,0.39,0.82,0.52,0.49,0_HPY.csv
0.76,0.77,0.43,0.56,0.4,0.36,0.4,0.55,0.4,0.54,0.61,0.42,0.59,0.27,0.33,0.26,0.42,5_FER.csv
0.71,0.69,0.45,0.58,0.84,0.69,0.4,0.77,0.93,0.9,0.42,0.36,0.79,0.31,0.53,0.34,0.49,5_HPY.csv
0.82,0.86,0.4,0.66,0.32,0.1,0.19,0.37,0.4,0.19,0.47,0.44,0.3,0.42,0.49,0.4,0.39,21_SAD.csv
0.88,0.97,0.37,0.96,0.36,0.09,0.16,0.35,0.51,0.22,0.48,0.58,0.31,0.47,0.77,0.66,0.32,18_SUR.csv
0.93,0.93,0.55,0.96,0.77,0.73,0.51,0.61,0.65,0.77,0.57,0.53,0.74,0.4,0.69,0.66,0.3,13_FER.csv
0.9,0.94,0.56,0.81,0.35,0.25,0.23,0.48,0.42,0.48,0.47,0.49,0.51,0.39,0.54,0.48,0.34,3_FER.csv
0.92,0.93,0.39,0.85,0.29,0.27,0.27,0.34,0.48,0.4,0.42,0.58,0.51,0.48,0.39,0.36,0.36,0_NUT.csv
0.86,0.95,0.41,0.8,0.35,0.34,0.29,0.58,0.42,0.29,0.58,0.62,0.29,0.3,0.69,0.6,0.28,22_SUR.csv
0.81,0.84,0.37,0.27,0.63,0.25,0.51,0.72,0.71,0.76,0.56,0.64,0.6,0.41,0.34,0.23,0.47,27_HPY.csv
0.65,0.69,0.53,0.79,0.45,0.4,0.38,0.42,0.38,0.3,0.67,0.5,0.29,0.38,0.7,0.44,0.31,12_FER.csv
0.72,0.67,0.52,0.48,0.8,0.69,0.55,0.69,0.82,0.66,0.38,0.5,0.52,0.38,0.78,0.44,0.54,23_HPY.csv
0.74,0.82,0.49,0.51,0.35,0.21,0.36,0.33,0.43,0.42,0.51,0.56,0.42,0.4,0.36,0.38,0.35,22_NUT.csv
0.76,0.86,0.2,0.44,0.35,0.39,0.41,0.31,0.41,0.56,0.41,0.57,0.44,0.41,0.32,0.44,0.26,17_NUT.csv
0.53,0.49,0.62,0.68,0.63,0.29,0.7,0.7,0.49,0.66,0.68,0.62,0.66,0.27,0.51,0.55,0.41,12_DIS.csv
0.84,0.72,0.64,0.51,0.48,0.45,0.41,0.47,0.49,0.47,0.52,0.66,0.47,0.42,0.36,0.3,0.39,23_SAD.csv
0.75,0.81,0.39,0.48,0.37,0.49,0.39,0.61,0.39,0.49,0.62,0.38,0.64,0.27,0.45,0.23,0.36,4_FER.csv
0.66,0.67,0.59,0.36,0.56,0.65,0.56,0.63,0.35,0.47,0.49,0.76,0.41,0.38,0.39,0.42,0.42,15_DIS.csv
0.92,0.94,0.49,0.53,0.34,0.21,0.28,0.49,0.41,0.41,0.61,0.54,0.47,0.33,0.69,0.63,0.35,0_FER.csv
0.6,0.58,0.61,0.72,0.66,0.09,0.73,0.77,0.71,0.89,0.5,0.78,0.77,0.37,0.79,0.78,0.28,12_ANG.csv
0.74,0.88,0.26,0.29,0.35,0.09,0.46,0.37,0.39,0.39,0.63,0.6,0.28,0.41,0.3,0.3,0.38,26_NUT.csv
0.85,0.89,0.42,0.81,0.4,0.13,0.25,0.57,0.48,0.25,0.45,0.48,0.3,0.51,0.52,0.4,0.36,19_NUT.csv
0.78,0.8,0.31,0.54,0.34,0.17,0.32,0.32,0.5,0.46,0.5,0.6,0.46,0.47,0.37,0.41,0.36,23_NUT.csv
0.81,0.86,0.42,0.24,0.44,0.6,0.53,0.48,0.38,0.37,0.55,0.34,0.28,0.28,0.32,0.35,0.44,28_SAD.csv
0.77,0.9,0.45,0.5,0.29,0.21,0.24,0.25,0.34,0.36,0.55,0.34,0.5,0.3,0.25,0.18,0.3,3_NUT.csv
0.82,0.88,0.36,0.85,0.5,0.13,0.25,0.69,0.72,0.58,0.45,0.62,0.56,0.49,0.52,0.5,0.32,21_HPY.csv
0.78,0.85,0.34,0.8,0.35,0.13,0.16,0.39,0.43,0.18,0.55,0.38,0.18,0.42,0.62,0.48,0.33,19_FER.csv
0.68,0.63,0.26,0.76,0.74,0.52,0.46,0.85,0.78,0.49,0.55,0.35,0.57,0.33,0.81,0.58,0.33,12_HPY.csv
0.74,0.51,0.84,0.61,0.72,0.8,0.63,0.77,0.5,0.53,0.54,0.52,0.43,0.34,0.73,0.44,0.6,21_DIS.csv
0.87,0.73,0.45,0.66,0.67,0.67,0.73,0.63,0.52,0.66,0.72,0.61,0.7,0.3,0.47,0.47,0.41,13_DIS.csv
0.64,0.7,0.52,0.83,0.86,0.41,0.59,0.78,0.93,0.9,0.35,0.69,0.65,0.46,0.64,0.58,0.24,14_HPY.csv
0.9,0.97,0.3,0.88,0.28,0.29,0.33,0.27,0.33,0.45,0.36,0.5,0.4,0.33,0.47,0.5,0.27,17_SUR.csv
0.61,0.59,0.42,0.36,0.4,0.22,0.59,0.41,0.34,0.29,0.62,0.7,0.43,0.44,0.23,0.21,0.32,25_ANG.csv
0.83,0.95,0.34,0.34,0.29,0.14,0.46,0.38,0.47,0.45,0.42,0.43,0.37,0.34,0.32,0.33,0.34,27_NUT.csv
0.72,0.71,0.38,0.64,0.81,0.62,0.41,0.68,0.92,0.9,0.42,0.4,0.78,0.32,0.49,0.39,0.45,4_HPY.csv
0.62,0.51,0.65,0.32,0.74,0.88,0.82,0.75,0.46,0.69,0.59,0.46,0.57,0.24,0.62,0.57,0.54,26_DIS.csv
0.7,0.55,0.66,0.49,0.73,0.62,0.69,0.68,0.55,0.68,0.65,0.71,0.82,0.31,0.59,0.59,0.81,15_SAD.csv
0.69,0.68,0.41,0.78,0.44,0.33,0.32,0.46,0.39,0.3,0.68,0.51,0.25,0.34,0.71,0.41,0.32,11_FER.csv
0.61,0.58,0.65,0.79,0.54,0.1,0.56,0.64,0.58,0.67,0.46,0.77,0.64,0.36,0.66,0.7,0.3,13_ANG.csv
0.64,0.69,0.48,0.67,0.53,0.15,0.44,0.54,0.56,0.64,0.4,0.58,0.43,0.38,0.48,0.44,0.41,14_NUT.csv
0.93,0.99,0.58,0.98,0.3,0.15,0.25,0.26,0.4,0.42,0.6,0.65,0.43,0.25,0.83,0.73,0.28,29_SUR.csv
0.69,0.64,0.44,0.71,0.84,0.58,0.38,0.73,0.93,0.88,0.43,0.36,0.75,0.31,0.51,0.35,0.5,6_HPY.csv
0.66,0.65,0.41,0.74,0.52,0.5,0.36,0.51,0.41,0.39,0.71,0.77,0.49,0.35,0.5,0.37,0.37,10_ANG.csv
0.81,0.92,0.33,0.61,0.42,0.4,0.33,0.43,0.52,0.46,0.5,0.39,0.72,0.29,0.43,0.46,0.22,28_FER.csv
0.95,0.99,0.66,0.99,0.59,0.14,0.4,0.69,0.52,0.44,0.58,0.65,0.45,0.34,0.96,0.88,0.31,14_SUR.csv
0.8,0.77,0.6,0.53,0.5,0.51,0.44,0.39,0.42,0.39,0.57,0.67,0.43,0.42,0.36,0.34,0.39,24_SAD.csv
0.68,0.62,0.4,0.66,0.42,0.42,0.33,0.39,0.4,0.43,0.62,0.75,0.43,0.41,0.44,0.49,0.35,11_ANG.csv
0.6,0.5,0.69,0.4,0.68,0.75,0.73,0.85,0.5,0.6,0.65,0.62,0.55,0.25,0.38,0.26,0.53,6_DIS.csv
0.9,0.95,0.37,0.77,0.38,0.29,0.25,0.44,0.44,0.26,0.52,0.44,0.26,0.31,0.7,0.56,0.31,23_SUR.csv
0.74,0.82,0.32,0.31,0.5,0.17,0.55,0.55,0.55,0.6,0.5,0.51,0.35,0.36,0.39,0.29,0.43,25_HPY.csv
0.92,0.96,0.4,0.61,0.68,0.77,0.32,0.85,0.85,0.65,0.31,0.46,0.6,0.41,0.86,0.59,0.45,1_HPY.csv
0.88,0.96,0.32,0.76,0.41,0.12,0.43,0.4,0.36,0.35,0.6,0.62,0.33,0.37,0.38,0.3,0.27,24_SUR.csv
0.71,0.82,0.38,0.35,0.55,0.25,0.57,0.65,0.59,0.59,0.5,0.47,0.42,0.37,0.37,0.29,0.42,26_HPY.csv
0.66,0.69,0.43,0.61,0.47,0.5,0.32,0.39,0.41,0.29,0.76,0.65,0.41,0.33,0.54,0.39,0.35,11_SAD.csv
0.71,0.54,0.59,0.35,0.74,0.58,0.65,0.6,0.56,0.8,0.66,0.83,0.8,0.41,0.46,0.73,0.62,13_SAD.csv
0.93,0.99,0.67,0.99,0.56,0.09,0.34,0.64,0.54,0.66,0.62,0.64,0.3,0.41,0.95,0.79,0.34,13_SUR.csv
0.69,0.66,0.53,0.47,0.29,0.32,0.41,0.39,0.26,0.33,0.58,0.68,0.6,0.33,0.26,0.3,0.32,29_ANG.csv
0.8,0.8,0.37,0.27,0.52,0.54,0.45,0.43,0.55,0.49,0.41,0.56,0.37,0.35,0.3,0.48,0.57,29_SAD.csv
0.79,0.78,0.7,0.63,0.7,0.75,0.61,0.68,0.63,0.43,0.6,0.53,0.34,0.34,0.86,0.49,0.43,22_FER.csv
0.74,0.87,0.28,0.85,0.33,0.16,0.22,0.46,0.41,0.28,0.66,0.66,0.42,0.37,0.78,0.54,0.34,10_SUR.csv
0.82,0.75,0.74,0.59,0.72,0.68,0.64,0.71,0.64,0.44,0.6,0.51,0.35,0.33,0.86,0.49,0.48,23_FER.csv
0.61,0.66,0.58,0.75,0.88,0.46,0.58,0.89,0.96,0.9,0.39,0.37,0.51,0.36,0.9,0.46,0.28,15_HPY.csv
0.43,0.34,0.35,0.48,0.26,0.17,0.45,0.25,0.2,0.21,0.79,0.77,0.31,0.4,0.35,0.3,0.4,6_ANG.csv
0.77,0.81,0.44,0.46,0.38,0.46,0.37,0.44,0.37,0.49,0.65,0.49,0.59,0.27,0.32,0.21,0.43,6_FER.csv
0.68,0.76,0.33,0.61,0.47,0.25,0.42,0.46,0.44,0.23,0.48,0.36,0.26,0.4,0.49,0.38,0.39,18_DIS.csv
0.47,0.67,0.44,0.42,0.9,0.85,0.57,0.92,0.94,0.89,0.47,0.45,0.66,0.37,0.89,0.56,0.38,18_HPY.csv
0.86,0.95,0.43,0.6,0.36,0.19,0.32,0.57,0.45,0.5,0.56,0.46,0.61,0.31,0.52,0.61,0.29,30_FER.csv
