 AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r,filename
0.34,0.21,0.92,0.41,0.6,0.67,0.48,0.19,0.43,0.83,0.54,0.77,0.82,0.53,0.38,0.47,0.35,S058_005_00000009_ANG.csv
0.49,0.44,0.89,0.76,0.78,0.85,0.77,0.69,0.69,0.74,0.96,0.85,0.87,0.5,0.5,0.5,0.28,S504_001_00000020_ANG.csv
0.37,0.33,0.24,0.23,0.93,0.73,0.48,0.8,0.97,0.72,0.37,0.28,0.79,0.41,0.92,0.6,0.69,S134_004_00000015_HPY.csv
0.79,0.87,0.75,0.52,0.17,0.28,0.18,0.13,0.27,0.36,0.62,0.67,0.78,0.17,0.86,0.59,0.65,S022_001_00000030_SUR.csv
0.4,0.15,0.87,0.45,0.49,0.84,0.42,0.13,0.21,0.52,0.75,0.7,0.83,0.48,0.24,0.29,0.55,S042_004_00000020_ANG.csv
0.16,0.1,0.14,0.09,0.89,0.76,0.48,0.81,0.94,0.86,0.38,0.42,0.58,0.51,0.48,0.36,0.57,S063_002_00000022_HPY.csv
0.53,0.32,0.67,0.2,0.58,0.91,0.65,0.33,0.33,0.26,0.62,0.75,0.6,0.46,0.32,0.54,0.61,S112_005_00000015_ANG.csv
0.71,0.78,0.44,0.51,0.26,0.22,0.34,0.43,0.58,0.5,0.43,0.42,0.63,0.3,0.83,0.7,0.34,S057_001_00000017_SUR.csv
0.71,0.61,0.82,0.56,0.33,0.51,0.36,0.23,0.42,0.5,0.85,0.73,0.85,0.45,0.22,0.42,0.37,S501_006_00000041_SAD.csv
0.66,0.33,0.45,0.33,0.21,0.33,0.46,0.14,0.27,0.28,0.8,0.74,0.46,0.4,0.26,0.24,0.44,S066_004_00000009_SAD.csv
0.64,0.42,0.72,0.56,0.43,0.43,0.31,0.27,0.66,0.48,0.55,0.33,0.9,0.26,0.76,0.4,0.49,S055_006_00000007_FER.csv
0.82,0.92,0.46,0.58,0.34,0.31,0.23,0.4,0.5,0.38,0.77,0.69,0.35,0.43,0.78,0.55,0.67,S051_002_00000017_SUR.csv
0.9,0.94,0.37,0.72,0.29,0.18,0.21,0.34,0.48,0.44,0.76,0.74,0.58,0.37,0.69,0.39,0.41,S051_002_00000019_SUR.csv
0.85,0.79,0.21,0.91,0.15,0.67,0.35,0.3,0.45,0.34,0.66,0.67,0.42,0.39,0.7,0.69,0.2,S035_001_00000013_SUR.csv
0.43,0.08,0.82,0.28,0.32,0.5,0.36,0.21,0.25,0.22,0.79,0.74,0.66,0.37,0.55,0.24,0.47,S131_003_00000024_SAD.csv
0.81,0.86,0.44,0.76,0.19,0.31,0.22,0.22,0.38,0.18,0.79,0.56,0.67,0.19,0.58,0.65,0.39,S078_001_00000032_SUR.csv
0.85,0.88,0.42,0.66,0.11,0.1,0.28,0.16,0.28,0.17,0.48,0.43,0.56,0.28,0.85,0.47,0.38,S130_001_00000016_SUR.csv
0.75,0.71,0.45,0.73,0.15,0.57,0.27,0.52,0.63,0.36,0.84,0.66,0.55,0.28,0.81,0.65,0.39,S101_002_00000019_SUR.csv
0.68,0.58,0.86,0.58,0.29,0.38,0.31,0.2,0.41,0.44,0.88,0.83,0.84,0.44,0.21,0.42,0.39,S501_006_00000040_SAD.csv
0.93,0.97,0.54,0.95,0.15,0.31,0.18,0.07,0.28,0.11,0.75,0.54,0.56,0.24,0.78,0.52,0.37,S052_001_00000015_SUR.csv
0.42,0.24,0.52,0.23,0.92,0.93,0.67,0.7,0.94,0.8,0.56,0.48,0.81,0.34,0.89,0.52,0.42,S127_004_00000015_HPY.csv
0.82,0.83,0.35,0.82,0.25,0.4,0.41,0.2,0.32,0.31,0.58,0.33,0.92,0.29,0.79,0.32,0.21,S074_001_00000018_FER.csv
0.9,0.97,0.23,0.79,0.07,0.16,0.12,0.14,0.27,0.13,0.61,0.34,0.62,0.19,0.71,0.68,0.31,S089_001_00000016_SUR.csv
0.69,0.38,0.87,0.58,0.7,0.68,0.5,0.75,0.81,0.79,0.85,0.46,0.84,0.29,0.76,0.51,0.21,S999_003_00000053_FER.csv
0.22,0.18,0.51,0.25,0.93,0.78,0.53,0.84,0.92,0.87,0.32,0.2,0.83,0.46,0.94,0.72,0.66,S010_006_00000015_HPY.csv
0.28,0.13,0.76,0.15,0.84,0.96,0.59,0.63,0.93,0.71,0.49,0.28,0.61,0.39,0.89,0.72,0.71,S092_004_00000024_HPY.csv
0.84,0.88,0.47,0.53,0.21,0.37,0.4,0.42,0.44,0.14,0.63,0.62,0.58,0.38,0.8,0.63,0.38,S115_001_00000008_SUR.csv
0.39,0.14,0.69,0.46,0.39,0.84,0.74,0.35,0.26,0.45,0.64,0.56,0.58,0.49,0.42,0.48,0.72,S087_007_00000016_ANG.csv
0.57,0.23,0.77,0.39,0.82,0.76,0.41,0.48,0.89,0.7,0.56,0.18,0.96,0.48,0.86,0.3,0.31,S059_002_00000015_FER.csv
0.42,0.42,0.34,0.28,0.86,0.73,0.75,0.67,0.94,0.92,0.7,0.5,0.91,0.51,0.86,0.54,0.44,S137_011_00000019_HPY.csv
0.49,0.42,0.63,0.42,0.85,0.66,0.74,0.75,0.91,0.84,0.5,0.38,0.87,0.36,0.88,0.7,0.59,S026_006_00000011_HPY.csv
0.2,0.05,0.23,0.17,0.81,0.98,0.42,0.78,0.94,0.85,0.42,0.18,0.68,0.29,0.88,0.44,0.33,S086_002_00000014_HPY.csv
0.73,0.92,0.48,0.72,0.29,0.15,0.26,0.29,0.59,0.31,0.68,0.79,0.62,0.56,0.62,0.87,0.39,S010_002_00000012_SUR.csv
0.85,0.98,0.47,0.94,0.27,0.39,0.26,0.29,0.39,0.48,0.57,0.73,0.8,0.27,0.89,0.67,0.34,S090_002_00000009_SUR.csv
0.65,0.49,0.95,0.31,0.44,0.68,0.41,0.5,0.58,0.4,0.82,0.61,0.75,0.47,0.47,0.51,0.62,S106_002_00000016_SAD.csv
0.63,0.36,0.46,0.47,0.8,0.8,0.51,0.66,0.94,0.76,0.48,0.18,0.62,0.34,0.86,0.43,0.84,S093_004_00000016_HPY.csv
0.83,0.93,0.45,0.94,0.15,0.19,0.38,0.2,0.28,0.31,0.71,0.37,0.63,0.3,0.73,0.74,0.51,S067_002_00000012_SUR.csv
0.57,0.46,0.47,0.72,0.26,0.49,0.38,0.35,0.29,0.24,0.84,0.6,0.69,0.33,0.73,0.67,0.48,S032_001_00000020_SUR.csv
0.65,0.64,0.26,0.93,0.13,0.56,0.24,0.27,0.33,0.23,0.49,0.21,0.65,0.25,0.79,0.85,0.27,S063_001_00000013_SUR.csv
0.71,0.73,0.21,0.54,0.23,0.36,0.34,0.37,0.55,0.38,0.48,0.32,0.71,0.38,0.93,0.91,0.41,S062_002_00000015_SUR.csv
0.41,0.28,0.39,0.35,0.87,0.68,0.38,0.78,0.95,0.82,0.34,0.35,0.61,0.43,0.86,0.45,0.72,S079_004_00000026_HPY.csv
0.89,0.97,0.32,0.99,0.18,0.38,0.17,0.2,0.41,0.07,0.71,0.37,0.5,0.25,0.7,0.65,0.3,S119_001_00000009_SUR.csv
0.66,0.53,0.39,0.4,0.17,0.1,0.31,0.13,0.32,0.45,0.58,0.45,0.68,0.53,0.12,0.35,0.43,S136_005_00000008_ANG.csv
0.92,0.92,0.33,0.76,0.15,0.24,0.19,0.17,0.44,0.09,0.69,0.45,0.68,0.33,0.75,0.52,0.31,S060_003_00000018_SUR.csv
0.85,0.85,0.41,0.66,0.3,0.16,0.36,0.71,0.66,0.76,0.88,0.75,0.69,0.5,0.66,0.82,0.63,S014_001_00000029_SUR.csv
0.43,0.47,0.48,0.43,0.39,0.78,0.57,0.28,0.39,0.22,0.59,0.71,0.62,0.46,0.23,0.21,0.82,S119_008_00000016_ANG.csv
0.73,0.67,0.54,0.73,0.29,0.48,0.38,0.19,0.44,0.37,0.72,0.37,0.7,0.31,0.74,0.7,0.41,S054_003_00000007_SUR.csv
0.88,0.31,0.85,0.55,0.23,0.43,0.4,0.22,0.32,0.29,0.9,0.68,0.59,0.34,0.31,0.29,0.94,S093_001_00000020_SAD.csv
0.64,0.42,0.29,0.88,0.06,0.62,0.21,0.14,0.18,0.11,0.83,0.59,0.68,0.31,0.6,0.59,0.36,S084_001_00000010_SUR.csv
0.85,0.6,0.51,0.89,0.46,0.07,0.31,0.21,0.64,0.47,0.74,0.31,0.98,0.46,0.56,0.32,0.44,S506_004_00000038_FER.csv
0.92,0.95,0.17,0.69,0.17,0.82,0.17,0.2,0.45,0.3,0.73,0.39,0.66,0.21,0.68,0.63,0.47,S037_001_00000019_SUR.csv
0.71,0.69,0.29,0.95,0.1,0.64,0.34,0.18,0.24,0.15,0.78,0.77,0.57,0.35,0.5,0.65,0.14,S080_001_00000017_SUR.csv
0.58,0.31,0.86,0.57,0.27,0.41,0.37,0.24,0.24,0.71,0.49,0.61,0.92,0.5,0.41,0.78,0.41,S067_004_00000022_ANG.csv
0.63,0.57,0.75,0.57,0.34,0.44,0.44,0.22,0.35,0.57,0.63,0.66,0.85,0.37,0.19,0.3,0.29,S502_001_00000015_ANG.csv
0.31,0.19,0.92,0.44,0.61,0.65,0.47,0.21,0.43,0.83,0.51,0.77,0.84,0.52,0.37,0.42,0.35,S058_005_00000010_ANG.csv
0.79,0.91,0.39,0.96,0.14,0.36,0.16,0.13,0.29,0.24,0.71,0.7,0.65,0.44,0.65,0.53,0.36,S127_001_00000016_SUR.csv
0.68,0.74,0.22,0.53,0.25,0.39,0.35,0.42,0.54,0.38,0.51,0.34,0.72,0.38,0.93,0.9,0.42,S062_002_00000016_SUR.csv
0.49,0.57,0.4,0.22,0.28,0.33,0.57,0.54,0.58,0.78,0.61,0.5,0.83,0.43,0.47,0.62,0.7,S129_002_00000011_SUR.csv
0.57,0.31,0.98,0.29,0.48,0.34,0.58,0.43,0.32,0.33,0.92,0.86,0.81,0.31,0.34,0.48,0.49,S503_006_00000018_SAD.csv
0.47,0.37,0.92,0.57,0.65,0.96,0.51,0.26,0.39,0.55,0.55,0.85,0.71,0.67,0.4,0.57,0.67,S010_004_00000019_ANG.csv
0.3,0.28,0.31,0.32,0.76,0.56,0.67,0.65,0.89,0.85,0.45,0.3,0.68,0.33,0.83,0.42,0.8,S071_005_00000019_HPY.csv
0.73,0.35,0.57,0.28,0.85,0.92,0.73,0.67,0.89,0.82,0.63,0.35,0.55,0.31,0.88,0.45,0.61,S095_007_00000021_HPY.csv
0.52,0.22,0.55,0.15,0.97,0.91,0.66,0.9,0.96,0.94,0.56,0.53,0.87,0.52,0.87,0.44,0.45,S098_004_00000013_HPY.csv
0.37,0.2,0.36,0.19,0.82,0.72,0.37,0.72,0.93,0.84,0.29,0.08,0.73,0.37,0.9,0.41,0.46,S109_006_00000015_HPY.csv
0.4,0.33,0.32,0.19,0.61,0.39,0.32,0.6,0.93,0.8,0.45,0.22,0.85,0.44,0.83,0.43,0.59,S067_005_00000022_HPY.csv
0.38,0.1,0.15,0.24,0.68,0.98,0.47,0.59,0.93,0.54,0.34,0.1,0.49,0.27,0.93,0.49,0.71,S037_006_00000021_HPY.csv
0.87,0.88,0.44,0.6,0.28,0.43,0.34,0.2,0.45,0.31,0.75,0.41,0.76,0.41,0.8,0.65,0.63,S111_001_00000014_SUR.csv
0.46,0.36,0.58,0.24,0.36,0.75,0.69,0.41,0.35,0.48,0.59,0.65,0.69,0.49,0.39,0.57,0.85,S129_006_00000010_ANG.csv
0.79,0.69,0.64,0.54,0.12,0.18,0.28,0.13,0.26,0.31,0.84,0.67,0.73,0.5,0.14,0.23,0.41,S136_003_00000014_SAD.csv
0.69,0.86,0.13,0.76,0.2,0.2,0.33,0.13,0.45,0.46,0.56,0.59,0.7,0.44,0.39,0.27,0.4,S125_007_00000007_SUR.csv
0.71,0.84,0.46,0.62,0.19,0.27,0.32,0.1,0.33,0.14,0.7,0.37,0.81,0.27,0.76,0.79,0.59,S100_002_00000015_SUR.csv
0.81,0.8,0.15,0.56,0.11,0.7,0.2,0.16,0.31,0.1,0.78,0.67,0.55,0.35,0.47,0.58,0.42,S085_003_00000011_SUR.csv
0.45,0.24,0.7,0.38,0.28,0.59,0.41,0.12,0.38,0.26,0.53,0.54,0.53,0.52,0.32,0.34,0.5,S075_008_00000010_ANG.csv
0.22,0.2,0.5,0.28,0.75,0.66,0.6,0.65,0.89,0.67,0.52,0.15,0.75,0.26,0.84,0.4,0.51,S050_006_00000021_HPY.csv
0.88,0.91,0.68,0.68,0.23,0.55,0.32,0.3,0.43,0.4,0.75,0.67,0.65,0.37,0.79,0.7,0.72,S099_001_00000013_SUR.csv
0.89,0.98,0.33,0.99,0.2,0.29,0.17,0.28,0.44,0.06,0.79,0.34,0.45,0.24,0.7,0.58,0.3,S119_001_00000010_SUR.csv
0.35,0.38,0.33,0.15,0.74,0.57,0.61,0.72,0.94,0.76,0.42,0.29,0.66,0.4,0.67,0.48,0.84,S129_012_00000011_HPY.csv
0.86,0.95,0.25,0.77,0.35,0.3,0.32,0.23,0.55,0.39,0.56,0.24,0.72,0.32,0.87,0.62,0.35,S070_002_00000015_SUR.csv
0.86,0.39,0.73,0.58,0.23,0.12,0.36,0.27,0.26,0.3,0.96,0.76,0.9,0.57,0.3,0.19,0.56,S506_006_00000042_SAD.csv
0.61,0.46,0.41,0.4,0.17,0.11,0.32,0.17,0.31,0.49,0.58,0.51,0.66,0.55,0.13,0.5,0.44,S136_005_00000010_ANG.csv
0.47,0.36,0.59,0.24,0.36,0.73,0.67,0.4,0.32,0.49,0.57,0.63,0.69,0.48,0.43,0.61,0.86,S129_006_00000009_ANG.csv
0.65,0.6,0.43,0.73,0.29,0.49,0.32,0.31,0.42,0.08,0.68,0.21,0.6,0.25,0.79,0.86,0.44,S132_008_00000009_SUR.csv
0.92,0.84,0.62,0.59,0.2,0.45,0.24,0.17,0.34,0.12,0.67,0.36,0.59,0.22,0.8,0.61,0.55,S095_001_00000014_SUR.csv
0.86,0.97,0.11,0.88,0.11,0.36,0.21,0.1,0.43,0.22,0.6,0.54,0.71,0.28,0.65,0.74,0.49,S075_002_00000014_SUR.csv
0.58,0.44,0.5,0.35,0.86,0.41,0.68,0.85,0.94,0.95,0.52,0.55,0.85,0.39,0.91,0.62,0.83,S069_004_00000017_HPY.csv
0.16,0.11,0.14,0.1,0.89,0.7,0.46,0.78,0.93,0.82,0.38,0.43,0.61,0.52,0.47,0.32,0.54,S063_002_00000021_HPY.csv
0.69,0.57,0.8,0.49,0.32,0.43,0.47,0.24,0.35,0.54,0.68,0.67,0.82,0.37,0.19,0.29,0.28,S502_001_00000014_ANG.csv
0.76,0.94,0.15,0.85,0.18,0.23,0.3,0.22,0.41,0.54,0.57,0.53,0.83,0.4,0.62,0.45,0.36,S125_007_00000008_SUR.csv
0.61,0.34,0.88,0.55,0.3,0.42,0.4,0.27,0.27,0.7,0.47,0.5,0.92,0.48,0.47,0.75,0.41,S067_004_00000023_ANG.csv
0.84,0.88,0.45,0.65,0.15,0.45,0.29,0.27,0.45,0.24,0.54,0.43,0.64,0.24,0.9,0.86,0.63,S096_001_00000007_SUR.csv
0.69,0.76,0.2,0.99,0.16,0.29,0.17,0.18,0.4,0.2,0.69,0.72,0.8,0.53,0.3,0.54,0.31,S124_001_00000012_SUR.csv
0.48,0.44,0.35,0.25,0.86,0.75,0.85,0.85,0.94,0.94,0.66,0.5,0.83,0.42,0.86,0.43,0.54,S133_010_00000012_HPY.csv
0.58,0.41,0.54,0.35,0.23,0.39,0.43,0.34,0.33,0.18,0.87,0.71,0.53,0.39,0.36,0.32,0.43,S115_004_00000015_SAD.csv
0.56,0.44,0.98,0.25,0.44,0.51,0.74,0.4,0.21,0.18,0.89,0.77,0.73,0.47,0.26,0.36,0.53,S503_001_00000069_ANG.csv
0.55,0.34,0.2,0.8,0.06,0.59,0.22,0.17,0.18,0.13,0.82,0.65,0.76,0.3,0.64,0.56,0.3,S084_001_00000009_SUR.csv
0.46,0.25,0.65,0.18,0.88,0.93,0.74,0.82,0.92,0.79,0.45,0.42,0.78,0.39,0.85,0.65,0.62,S108_008_00000011_HPY.csv
0.43,0.23,0.65,0.39,0.31,0.59,0.43,0.11,0.37,0.27,0.5,0.5,0.57,0.48,0.31,0.35,0.48,S075_008_00000011_ANG.csv
0.52,0.47,0.83,0.55,0.28,0.89,0.54,0.26,0.39,0.45,0.72,0.82,0.65,0.39,0.28,0.2,0.31,S137_005_00000025_SAD.csv
0.16,0.11,0.15,0.08,0.9,0.73,0.51,0.82,0.94,0.87,0.37,0.41,0.55,0.51,0.48,0.38,0.56,S063_002_00000023_HPY.csv
0.82,0.81,0.56,0.62,0.11,0.21,0.29,0.2,0.31,0.22,0.74,0.65,0.57,0.31,0.71,0.49,0.37,S058_001_00000019_SUR.csv
0.72,0.78,0.43,0.62,0.26,0.25,0.35,0.42,0.58,0.45,0.41,0.4,0.63,0.31,0.84,0.72,0.34,S057_001_00000018_SUR.csv
0.24,0.14,0.32,0.17,0.69,0.72,0.61,0.34,0.85,0.82,0.56,0.46,0.73,0.42,0.74,0.34,0.66,S066_003_00000010_HPY.csv
0.61,0.3,0.85,0.52,0.27,0.4,0.53,0.28,0.25,0.17,0.67,0.57,0.45,0.55,0.37,0.47,0.5,S130_009_00000018_SAD.csv
0.85,0.88,0.76,0.84,0.15,0.47,0.15,0.17,0.33,0.16,0.71,0.39,0.77,0.26,0.66,0.25,0.34,S042_001_00000018_SUR.csv
0.63,0.22,0.73,0.19,0.52,0.8,0.67,0.31,0.51,0.46,0.44,0.78,0.56,0.52,0.28,0.62,0.56,S072_005_00000017_ANG.csv
0.47,0.27,0.37,0.24,0.87,0.95,0.73,0.77,0.91,0.76,0.5,0.43,0.84,0.43,0.92,0.47,0.61,S053_004_00000024_HPY.csv
0.92,0.94,0.3,0.83,0.14,0.22,0.18,0.16,0.44,0.12,0.7,0.48,0.69,0.31,0.72,0.44,0.29,S060_003_00000016_SUR.csv
0.75,0.58,0.24,0.49,0.81,0.65,0.38,0.85,0.97,0.88,0.43,0.41,0.75,0.63,0.93,0.72,0.57,S056_004_00000018_HPY.csv
0.37,0.21,0.37,0.19,0.81,0.73,0.39,0.7,0.93,0.83,0.29,0.08,0.72,0.37,0.9,0.41,0.46,S109_006_00000014_HPY.csv
0.79,0.91,0.44,0.91,0.13,0.26,0.33,0.27,0.29,0.41,0.67,0.64,0.58,0.48,0.71,0.84,0.39,S094_001_00000009_SUR.csv
0.54,0.48,0.81,0.55,0.27,0.84,0.49,0.28,0.39,0.42,0.7,0.81,0.64,0.38,0.29,0.22,0.3,S137_005_00000026_SAD.csv
0.86,0.9,0.37,0.65,0.08,0.42,0.17,0.09,0.37,0.18,0.68,0.35,0.57,0.31,0.71,0.57,0.54,S114_001_00000016_SUR.csv
0.8,0.85,0.4,0.48,0.2,0.4,0.41,0.39,0.41,0.18,0.67,0.69,0.59,0.46,0.67,0.63,0.37,S115_001_00000007_SUR.csv
0.66,0.26,0.58,0.61,0.37,0.32,0.21,0.41,0.53,0.48,0.71,0.31,0.97,0.57,0.71,0.37,0.62,S011_003_00000012_FER.csv
0.37,0.18,0.68,0.24,0.38,0.45,0.58,0.15,0.26,0.29,0.56,0.78,0.54,0.48,0.23,0.3,0.53,S066_005_00000009_ANG.csv
0.94,0.96,0.49,0.94,0.08,0.17,0.25,0.15,0.18,0.23,0.71,0.77,0.74,0.44,0.6,0.91,0.46,S050_002_00000017_SUR.csv
0.4,0.2,0.48,0.28,0.79,0.67,0.59,0.75,0.92,0.89,0.41,0.37,0.62,0.44,0.9,0.55,0.45,S094_004_00000011_HPY.csv
0.41,0.25,0.69,0.22,0.92,0.94,0.76,0.83,0.94,0.82,0.45,0.36,0.84,0.39,0.92,0.67,0.58,S108_008_00000013_HPY.csv
0.61,0.32,0.6,0.51,0.63,0.58,0.47,0.43,0.57,0.68,0.69,0.61,0.98,0.41,0.81,0.49,0.49,S054_002_00000014_FER.csv
0.9,0.83,0.84,0.76,0.21,0.6,0.26,0.34,0.37,0.48,0.78,0.75,0.66,0.35,0.7,0.54,0.32,S135_001_00000039_SUR.csv
0.45,0.07,0.51,0.19,0.39,0.95,0.51,0.15,0.53,0.59,0.5,0.66,0.62,0.42,0.36,0.41,0.64,S037_003_00000022_ANG.csv
0.76,0.74,0.24,0.99,0.09,0.63,0.19,0.17,0.32,0.16,0.67,0.48,0.5,0.22,0.37,0.43,0.1,S086_001_00000017_SUR.csv
0.84,0.86,0.73,0.82,0.11,0.34,0.15,0.15,0.3,0.21,0.7,0.43,0.81,0.23,0.57,0.19,0.29,S042_001_00000017_SUR.csv
0.52,0.2,0.5,0.41,0.21,0.6,0.45,0.23,0.23,0.21,0.71,0.32,0.78,0.24,0.37,0.38,0.48,S080_005_00000011_SAD.csv
0.62,0.35,0.84,0.48,0.56,0.8,0.71,0.48,0.32,0.54,0.89,0.87,0.82,0.64,0.4,0.33,0.72,S014_003_00000030_ANG.csv
